WKT;fid;full_id;osm_id;osm_type;landuse;name;plant_meth;plant_outp;plant_sour;power;type;addr_city;addr_count;addr_house;addr_postc;addr_stree;addr_subur;operator;wikidata;wikipedia;alt_name;old_name;generator_;generato_1;start_date;height;website;building;name_de;name_sl;generato_2;layer;addr_place;at_bev_add;plant_ou_1;addr_hou_1;int_name;is_in;ref;ele;generato_3;man_made;waterway;natural;water;commission;heritage;heritage_o;name_etymo;name_ety_1;ref_at_bda;wikimedia_;building_m;roof_mater;at_bev_a_1;fid_2;id;name_2;osm_id_2;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((538775.159261982 5407821.34694631,520265.882169641 5406034.4040822));69;w106793960;106793960;way;industrial;;;yes;hydro;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;354;71;UW Waidhofen an der Thaya;;9073;y;n;n;18595,33552
MULTILINESTRING ((451489.114617089 5278324.4117112,451023.479303716 5270840.02897389));70;w110183141;110183141;way;;Elektrizitätswerk III Trattenbachfall;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;481;652;UW Ardning;;9202;y;n;n;7498,853326
MULTILINESTRING ((328927.228821153 5236496.54233831,329175.247826517 5236402.31120927));71;w113197420;113197420;way;;Kraftwerk Kaprun Hauptstufe;water-storage;260 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q30974233;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;156;385;UW Kaprun;;4246;y;y;n;265,316665
MULTILINESTRING ((327250.461647799 5229592.23813292,327443.529727218 5229930.89688477));72;w113292920;113292920;way;;Kraftwerk Kaprun Oberstufe Limberg (1);water-pumped-storage;113 MW;hydro;plant;;Kaprun;AT;21;5710;Limbergstraße;;Verbund Hydro Power GmbH;Q30974228;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;01.10.2017;157;387;KKW Limberg 2;;4247;y;n;y;389,8269276
MULTILINESTRING ((532689.528962887 5381893.01426436,532650.316184613 5381951.45363123));73;w113597105;113597105;way;industrial;Speicherkraftwerk Dobra-Krumau;water-storage;16.2 MW;hydro;plant;;Krumau am Kamp;AT;;3543;;;EVN;Q2334689;de:Stausee Dobra;;;;;;;;yes;;;;;Krumau;;;;;;;;;;;;;;;;;;;;;;;189;128;UW Krumau;;4279;y;n;n;70,37614354
MULTILINESTRING ((426216.434410499 5370995.44953043,425068.132335706 5365026.31758178));74;w114310777;114310777;way;;Wehrwärterhaus;;;;;;Neufelden;AT;39;4120;Pürnstein;;;;;;;;;;;;house;;;;;;;;;;;;;;;;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;6078,579923
MULTILINESTRING ((480677.764416263 5272520.39713222,480659.266967763 5272505.39765233));75;w115816841;115816841;way;industrial;;;;;plant;;Landl;AT;13;8920;Gries;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;01.10.2019;91;247;UW Hieflau;;4181;y;n;n;23,8147013
MULTILINESTRING ((362047.906844654 5242509.86236878,359275.446509359 5241898.97547115));76;w116188135;116188135;way;;Kraftwerk St. Veit;run-of-the-river;17 MW;hydro;plant;;Sankt Veit im Pongau;AT;8;5621;Gewerbestraße;;Verbund Hydro Power GmbH;;;;;;;;;;service;;;;;;;;;;;;;;;;;;;;;;;;;;;;441;515;FKW Schwarzach;;9161;y;n;n;2838,964444
MULTILINESTRING ((304172.882752029 5181225.1053571,303991.310104458 5180342.11601565));77;w116741735;116741735;way;industrial;Kraftwerk Panzendorf;run-of-the-river;8 MW;hydro;plant;;Heinfels;AT;56;9919;;;;;;;;;;;;;yes;;;;;Panzendorf;;;;;;;;;;;;;;;;;;;;;;;504;524;UW Sillian;;9226;y;n;n;901,4648099
MULTILINESTRING ((363827.93070505 5244370.76209153,364922.481530444 5248845.2203878));78;w117535095;117535095;way;industrial;Kraftwerk St. Johann;run-of-the-river;17 MW;hydro;plant;;Sankt Johann im Pongau;AT;26;5600;Liechtensteinklammstraße;;Salzburg AG;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;177;9;UW Pongau;;4267;y;n;n;4606,388884
MULTILINESTRING ((473977.5643916 5287251.9318041,473975.88479481 5287279.98338467));79;w118135035;118135035;way;industrial;Kraftwerk Altenmarkt;run-of-the-river;25.7 MW;hydro;plant;;Altenmarkt bei Sankt Gallen;AT;26;8934;;;Verbund Hydro Power GmbH;;;;;;;;;;yes;;;kaplan_turbine;;Altenmarkt;;;;;;;;;;;;;;;;;;;;;;02.10.2016;94;656;KW Altenmarkt;;4184;y;n;n;28,10181876
MULTILINESTRING ((421430.644675495 5260271.19111361,420721.481045763 5253932.11852815));80;w118485994;118485994;way;;Krafthaus Salza;water-storage;9 MW;hydro;plant;;Mitterberg-Sankt Martin;AT;16;8954;;;Verbund Hydro Power GmbH;;;;;;;;;;yes;;;;;Salza;;;;;;;;;;;;;;;;;;;;;;01.04.2019;492;731;KW Soelk;;9213;y;n;n;6378,616958
MULTILINESTRING ((524595.65711362 5176775.03316332,521455.388049852 5177591.67323522));81;w119054530;119054530;way;industrial;Elektrizitätswerk Gasselsdorf;;yes;hydro;plant;;Sankt Martin im Sulmtal;AT;50a;8543;;;;;;;;run-of-the-river;;;;;yes;;;;;Gasselsdorf;;;;;;;;;;;;;;;;;;;;;;01.04.2019;460;736;UW Bergla;;9181;y;n;n;3244,717368
MULTILINESTRING ((308380.192729004 5264504.91368153,305666.277776633 5265741.54945335));82;w121123522;121123522;way;;Wasserkraftwerk Reintalquelle;;191 kW;;plant;;;;;;;;Marktgemeinde St. Johann in Tirol;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;509;628;UW St. Johann;;9231;y;n;n;2982,382001
MULTILINESTRING ((110972.109249421 5226243.76453964,114055.79654304 5225360.61848641));83;w121904324;121904324;way;industrial;Latschauwerk;water-storage;9 MW;hydro;plant;;Tschagguns;AT;60;6774;Latschaustraße;;Vorarlberger Illwerke AG;Q1807029;de:Latschauwerk;;;;;;;https://www.illwerke.at/inhalt/at/191.htm;yes;;;kaplan_turbine;;;;;;;;;985;;;;;;;;;;;;;;;02.04.2018;536;549;UW Tschagguns;;9260;y;n;n;3207,658691
MULTILINESTRING ((110852.411239779 5226134.20160332,114055.79654304 5225360.61848641));84;w121904339;121904339;way;industrial;Lünerseewerk;water-pumped-storage;232 MW;hydro;plant;;Tschagguns;AT;64;6774;Latschaustraße;;Vorarlberger Illwerke AG;Q1880356;de:Lünerseewerk;;;;;;;https://www.illwerkevkw.at/luenerseewerk.htm;yes;;;;;;;;;;;;992;5;;;;;;;;;;;;;;02.04.2018;536;549;UW Tschagguns;;9260;y;n;n;3295,467833
MULTILINESTRING ((111517.50963787 5227339.18547063,114055.79654304 5225360.61848641));85;w122134168;122134168;way;industrial;Rodundwerk I;water-pumped-storage;198 MW;hydro;plant;;;;;;;;Vorarlberger Illwerke AG;Q2161356;de:Rodundwerk;;;;;;;;yes;;;;;;;;;;;;645;;;;;;;;;;;;;;;;536;549;UW Tschagguns;;9260;y;n;n;3218,326852
MULTILINESTRING ((487286.06445837 5304142.27500559,487297.537115288 5304127.13721427));86;w122776766;122776766;way;industrial;Wasserkraftwerk Opponitz;water-storage;yes;hydro;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127;102;WKW Opponitz;;4217;y;n;n;18,99406704
MULTILINESTRING ((460102.078186938 5156543.57303516,460382.692959577 5156354.24111159));87;w122820367;122820367;way;;Annabrücke;;90 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q21877804;sl:Hidroelektrarna Annabrücke;;;;;1981;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;506;KW Freibach;;4125;y;n;n;338,5132611
MULTILINESTRING ((425425.41388706 5157802.16145099,425430.843660422 5157590.53766622));88;w123588260;123588260;way;;Rosegg-St. Jakob;;80 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q19933926;sl:Hidroelektrarna Rosegg-St. Jakob;;;;;1974;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;312;468;UW Rosegg;;9030;y;n;n;211,693431
MULTILINESTRING ((451567.249046107 5346250.65463859,451556.829514429 5346199.47184587));89;w123754668;123754668;way;industrial;Fernheizkraftwerk Linz-Süd;;;;plant;;;;;;;;LINZ AG;;;FHKW Linz-Süd;;;"biofuel;oil;gas";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;705;UW Linz-Sued;;4194;y;n;n;52,23260391
MULTILINESTRING ((429058.475223592 5163646.34137696,429019.051800283 5163638.68209983));90;w124123896;124123896;way;industrial;Kraftwerk Forstsee;;2.4 MW;hydro;plant;;Techelsberg am Wörther See;;15;9212;Saag;;KELAG;Q1786097;de:Kraftwerk Forstsee;;;;;1925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305;453;KW Forstsee;;9023;y;n;n;40,16056314
MULTILINESTRING ((103811.405504548 5272786.29164402,103587.749544496 5272721.76117978));91;w124212273;124212273;way;industrial;Kraftwerk Rieden;run-of-the-river;800 kW;hydro;plant;;;;;;;;Vorarlberger Kraftwerke AG;Q15824331;de:Kraftwerk Rieden;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;529;576;UW Rieden;;9252;y;n;n;232,7792286
MULTILINESTRING ((443916.757176668 5162749.21323815,447927.327793836 5161576.25107838));92;w125473168;125473168;way;industrial;;combustion;yes;gas;plant;;Klagenfurt am Wörthersee;AT;20;9020;Nautilusweg;;Stadtwerke Klagenfurt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311;462;UW Klagenfurt;;9029;y;n;n;4178,578335
MULTILINESTRING ((445571.159581676 5314094.69019214,451687.25997643 5310066.46310592));93;w125545405;125545405;way;;Kraftwerk Humpelmühle;;;hydro;plant;;;;;;;;;;;;;;;;;;yes;;;;1;;;;;;;;;;;;;;;;;;;;;;;;97;665;KW Ternberg;;4187;y;n;n;7323,47578
MULTILINESTRING ((125669.77853599 5231339.83106037,134576.158374027 5231586.50453975));94;w126215500;126215500;way;industrial;Kraftwerk Klösterle;water-storage;16 MW;hydro;plant;;Klösterle;AT;115a;6754;Danöfen;;Vorarlberger Kraftwerke AG;;;;;;;1997;;http://www.klostertal.org/gemeinden/kloesterle-am-arlberg/wirtschaft-betriebe/energieversorgung/vkw-kraftwerk-kloesterle.html;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;225;543;UW Rauz;;4001;y;n;n;8909,795151
MULTILINESTRING ((113958.410173197 5225127.91132672,114055.79654304 5225360.61848641));95;w127731643;127731643;way;industrial;Kraftwerk Unterstufe Gampadels;run-of-the-river;9.9 MW;hydro;plant;;Tschagguns;AT;3;6774;Werkweg;;Vorarlberger Kraftwerke AG;Q23692106;de:Kraftwerk Unterstufe Gampadels;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;02.04.2018;536;549;UW Tschagguns;;9260;y;n;n;252,2632102
MULTILINESTRING ((133099.98949374 5241047.59795963,134576.158374027 5231586.50453975));96;w127839034;127839034;way;;Kleinwasserkraftwerk Walkerbach;run-of-the-river;75 kW;hydro;plant;;;;;;;;Vorarlberger Kraftwerke AG;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;225;543;UW Rauz;;4001;y;n;n;9575,560728
MULTILINESTRING ((417047.782907108 5326822.00088996,418101.396326315 5328385.23181203));97;w128611493;128611493;way;industrial;Kraftwerk Lambach;run-of-the-river;13.9 MW;hydro;plant;;Lambach;;2;4650;An der Traun;;;;;;;;;1999;;;industrial;;;kaplan_turbine;;;;;;;;;;;;;;;;;;;;;;;;;399;25;UW Lambach;;9119;y;y;n;1885,150432
MULTILINESTRING ((113500.496568508 5262699.88356323,113527.546533341 5262501.80186243));98;w128747733;128747733;way;;Kraftwerk Andelsbuch;run-of-the-river;15.1 MW;hydro;plant;;Andelsbuch;AT;359;6866;Bühel;;Vorarlberger Kraftwerke AG;Q1532875;de:Kraftwerk Andelsbuch;;;;;;;https://www.vkw.at/kw-andelsbuch-unternehmen.htm;yes;;;francis_turbine;;;;;;;;;;;;;;;;;;;;;;;;01.10.2017;530;592;UW Andelsbuch;;9253;y;n;n;199,920136
MULTILINESTRING ((112703.53634586 5270259.78405906,112187.895154326 5270471.10060416));99;w128754334;128754334;way;industrial;Kraftwerk Alberschwende;run-of-the-river;30 MW;hydro;plant;;Alberschwende;AT;833;6861;;;Vorarlberger Kraftwerke AG;Q15117596;de:Kraftwerk Alberschwende;;;;;1992;10;https://www.vkw.de/kw-alberschwende-unternehmen.htm;yes;;;francis_turbine;;Weitloch;;;;;;;;;;;;;;;;;;;;;;07.04.2017;523;593;UW Vorderwald;;9246;y;n;n;557,2616267
MULTILINESTRING ((113024.139561951 5270215.85742454,112187.895154326 5270471.10060416));100;w128754335;128754335;way;industrial;Kraftwerk Langenegg;run-of-the-river;74 MW;hydro;plant;;;;;;;;Vorarlberger Kraftwerke AG;Q15117603;de:Kraftwerk Langenegg;;;;;1979;;https://www.vkw.at/kw-langenegg-unternehmen.htm;yes;;;francis_turbine;;;;;;;;;;;;;;;;;;;;;;;;;523;593;UW Vorderwald;;9246;y;n;n;874,330481
MULTILINESTRING ((525430.68780978 5228372.78386558,524507.123494722 5227990.98475124));101;w129648526;129648526;way;;Kraftwerk Peggau-Deutschfeistritz;run-of-the-river;13.2 MW;hydro;plant;;;;;;;;Verbund AG;Q64692127;de:Kraftwerk Peggau-Deutschfeistritz;;;;;;;https://www.verbund.com/pp/de/laufkraftwerk/peggau;industrial;;;kaplan_turbine;;;;;;;;;;;;;;;;2;bda;;;"114388;114389";;;;;271;241;UW Deutschfeistritz;;4044;y;n;n;999,3706058
MULTILINESTRING ((131998.390614765 5238981.92280774,134576.158374027 5231586.50453975));102;w130753849;130753849;way;;Biomasse Heizwerk Lech;;;;plant;;Lech;AT;577;6764;Dorf;;Biomasse-Heizwerk Lech GmbH & Co KG;;;;;;;;;;yes;;;;;Dorf;;yes;;;;;;;;;;;;;;;;;;;;;225;543;UW Rauz;;4001;y;n;n;7831,80043
MULTILINESTRING ((436929.160056107 5297559.79785697,433747.690467083 5306427.93350388));103;w130873896;130873896;way;;Kraftwerk Klaus;run-of-the-river;20 MW;hydro;plant;;;;;;;;Ennskraftwerke AG;Q18628304;;;;;;;;;yes;;;kaplan_turbine;;;;;;;;;;;;;;;;;;;;;;;;;416;725;UW Kirchdorf;;9136;y;n;n;9421,548631
MULTILINESTRING ((355328.60372789 5228368.85128396,356460.952008953 5223684.00993623));104;w131399644;131399644;way;;;;;;plant;;;;;;;;;;;;;;;;;;shed;;;;;;;;;;;;;;;;;;;;;;;;;;;;438;518;UW Angertal;;9158;y;n;n;4819,745956
MULTILINESTRING ((485026.933317879 5270535.65978176,480659.266967763 5272505.39765233));105;w133508554;133508554;way;industrial;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;247;UW Hieflau;;4181;y;n;n;4791,281313
MULTILINESTRING ((481137.783893719 5271902.74633826,480659.266967763 5272505.39765233));106;w133564932;133564932;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;247;UW Hieflau;;4181;y;n;n;769,5239144
MULTILINESTRING ((483228.250161464 5270232.273248,480659.266967763 5272505.39765233));107;w133565203;133565203;way;industrial;;;yes;hydro;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;247;UW Hieflau;;4181;y;n;n;3430,272468
MULTILINESTRING ((390663.934197651 5295103.73616609,384348.057077593 5295726.0406367));108;w135048509;135048509;way;industrial;Kraftwerk Weißenbach;;yes;hydro;plant;;;;;;;;Hotel Post;;;;;;;;;;garage;;;;;;;;;;;;;;;;;;;;;;;;;;;;253;14;UW Unterach;;4027;y;n;n;6346,460955
MULTILINESTRING ((343027.848510269 5165304.62369607,352384.666916754 5167981.70410227));109;w135103694;135103694;way;;Kraftwerk Kreuztratte;;2 MW;hydro;plant;;;;;;;;Elektrizitätswerk Plöcken GmbH;;;;;;;1993;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;308;431;UW Wuermlach;;9026;y;n;n;9732,256172
MULTILINESTRING ((447109.564191262 5342647.90781987,447963.121544991 5343467.23848591));110;w135361274;135361274;way;industrial;Kleinwasserkraftwerk Traunwehr;;;;plant;;;;;;;;Linz AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;260;709;UW Franzosenhausweg;;4034;y;n;n;1183,158018
MULTILINESTRING ((231771.9166771 5224073.84876609,222651.865880152 5226914.12662093));111;w136143715;136143715;way;industrial;KW Navisbach;run-of-the-river;;;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;608;KW Medraz;;4129;y;n;n;9552,094264
MULTILINESTRING ((449516.00988453 5344297.91908503,449593.051294534 5344286.07897804));112;w136179989;136179989;way;industrial;Kleinwasserkraftwerk Kleinmünchen;;;;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;708;UW Kleinmuenchen;;4195;y;n;n;77,94592349
MULTILINESTRING ((445015.010654404 5339313.67086557,444444.733589785 5337048.01654437));113;w137596364;137596364;way;;Fernheizkraftwerk Haid;;;biomass;plant;;Ansfelden;AT;1a;4053;Stelzhamerstraße;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;01.10.2018;427;718;UW Nettingsdorf;;9147;y;n;n;2336,323058
MULTILINESTRING ((560820.137908621 5284177.55569574,570049.319315381 5279375.75978274));114;w137902949;137902949;way;;;;;biomass;plant;;;;;;;;;;;;;;;2005;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;372;168;UW Hart;;9091;y;n;n;10403,60675
MULTILINESTRING ((606637.691171624 5337582.86680519,606902.992575894 5337383.30285791));115;w138406969;138406969;way;industrial;Kraftwerk Simmering;combustion;yes;"gas;oil;biomass";plant;;;;;;;;Wien Energie GmbH;Q1786203;de:Kraftwerk Simmering;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;542;771;KW Simmering;;9267;y;n;n;331,9798249
MULTILINESTRING ((449814.944039192 5349796.3956047,449794.548475349 5349933.88444037));116;w138639314;138639314;way;industrial;Reststoffheizkraftwerk-Kesselhaus;combustion;20 MW;waste;plant;;;;;;;;Linz AG;;;;;;waste;;;;industrial;;;;;;;40 MW;;;;;;;;;;;;;;;;;;;;;119;688;UW Linz-Mitte;;4209;y;n;n;138,9933774
MULTILINESTRING ((261280.784217732 5227551.50632834,259970.368433395 5226935.44439153));117;w141092144;141092144;way;industrial;Kraftwerk Mayrhofen;water-storage;355 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q56356333;;;;;;;;https://www.verbund.com/de-de/ueber-verbund/kraftwerke/unsere-kraftwerke/mayrhofen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;636;KW Boesdornau;;4284;y;n;n;1448,006159
MULTILINESTRING ((282737.676587954 5263075.89055049,280723.141956225 5266536.13361542));118;w141394723;141394723;way;;KW Bruckhäusl;;2.7 MW;hydro;plant;;Wörgl;AT;31;6300;Wörgler Boden;;TIWAG;;;;;;;2011-09;;;service;;;;;;;;;;;;;;;;;;;;;;;;;;;;518;632;KW Kirchbichl;;9240;y;n;n;4003,952029
MULTILINESTRING ((324339.798073611 5272241.28594536,321485.277505423 5260171.99461665));119;w143381368;143381368;way;;;;;;plant;;Waidring;AT;3;6384;Pass Strub;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;511;629;UW Hochfilzen;;9233;y;n;n;12402,26112
MULTILINESTRING ((441875.615825477 5302810.76749462,433747.690467083 5306427.93350388));120;w145812669;145812669;way;;Kraftwerk Agoniz;;;;plant;;Grünburg;AT;7;4592;;;;;;;;;;;;;yes;;;;1;Agonitz;;;;;;;;;;;;;;;;;;;;;;02.10.2016;416;725;UW Kirchdorf;;9136;y;n;n;8896,463374
MULTILINESTRING ((237014.064765227 5245028.30321344,235149.423083192 5241617.29016942));121;w147246923;147246923;way;grass;;photovoltaic;;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;243;612;UW Hall;;4017;y;n;n;3887,40255
MULTILINESTRING ((501766.307843872 5202803.01788484,506961.475595167 5203758.89364472));122;w149071699;149071699;way;;Kraftwerk Pack;run-of-the-river;0.8 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;350;UW St. Martin;;4174;y;n;n;5282,373182
MULTILINESTRING ((321111.724602093 5183417.61402479,328301.854344279 5185617.1748826));123;w149750214;149750214;way;;;;;;plant;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;405;KW Amlach;;4154;y;n;n;7519,044732
MULTILINESTRING ((356430.867954055 5314893.42650897,347310.835762203 5313145.72703833));124;w151290260;151290260;way;;Biomasse-Heizwerk Seeham;;;;plant;;Seeham;AT;2;5164;Biodorfweg;;Bio Energie Seeham;;;;;;;;;;industrial;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;445;755;UW Goemming;;9165;y;n;n;9285,980865
MULTILINESTRING ((535619.833948913 5384208.50249291,532650.316184613 5381951.45363123));125;w151583203;151583203;way;industrial;Ausgleichskraftwerk Thurnberg-Wegscheid;water-storage;2.7 MW;hydro;plant;;Krumau am Kamp;AT;15;3543;;;EVN;;de:Thurnberger Stausee;;;;;1952;;;;;;;;Thurnberg;;;;;;;;;;;;;;;;;;;;;;;189;128;UW Krumau;;4279;y;n;n;3729,920283
MULTILINESTRING ((460362.858848358 5156330.95529316,460382.692959577 5156354.24111159));126;w152205880;152205880;way;;Kraftwerk Freibach;;16.4 MW;hydro;plant;;Gallizien;AT;25;9132;;;KELAG;;;;;;;1958;;;yes;;;;;Moos;;;;;;;;;;;;;;;;;;;;;;01.10.2017;35;506;KW Freibach;;4125;y;n;n;30,58792749
MULTILINESTRING ((315564.608650419 5200082.94703356,316637.375396793 5199486.84557557));127;w152469117;152469117;way;industrial;Kraftwerk Schwarzach;run-of-the-river;9.9 MW;hydro;plant;;;;;;;;TIWAG;;de:Schwarzach (Isel)#Wirtschaftliche Nutzung;;;;;2007;;https://www.tiwag.at/ueber-die-tiwag/kraftwerke/wasserkraftausbau/unsere-kraftwerksprojekte/kleinwasserkraftwerke/erweiterung-kraftwerk-schwarzach/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;495;403;UW Kienburg;;9216;y;n;n;1227,259321
MULTILINESTRING ((197512.661333648 5235981.93877822,194897.86462007 5243012.10483489));128;w156083802;156083802;way;industrial;Kraftwerk Kühtai;water-pumped-storage;289 MW;hydro;plant;;;;;;;;TIWAG;Q11982843;de:Kraftwerksgruppe Sellrain-Silz;;;;;1981;;https://www.tiroler-wasserkraft.at/www_tiwag/de/hn/stromerzeugung/kraftwerkspark/kuehtai/index.php;;;;francis_turbine;;;;;;;;;;;;;;;;;;;;;;;;;512;529;UW Silz;;9234;y;y;n;7500,693077
MULTILINESTRING ((360153.37948734 5286377.69706978,356169.858290043 5285460.95153792));129;w156087600;156087600;way;industrial;Wasserkraftwerk Wiestal-Ausgleichsbecken;;240 kW;hydro;plant;;;;;;;;Salzburg AG;;;;;;;;;https://www.salzburg-ag.at/erzeugung/unsere-kraftwerke/wasserkraftwerk-wiestal-ausgleichsbecken-2585/;yes;;;;1;;;;;;;;;;;;;;;;;;;;;;;;437;56;UW Oberalm;;9157;y;n;n;4087,647673
MULTILINESTRING ((195007.473163899 5243010.40773551,194897.86462007 5243012.10483489));130;w156316489;156316489;way;industrial;Kraftwerk Silz;water-storage;500 MW;hydro;plant;;;;;;;;TIWAG;Q19388477;de:Kraftwerksgruppe Sellrain-Silz;;;;;1981;;https://www.tiwag.at/ueber-die-tiwag/kraftwerke/bestehende-kraftwerke/kraftwerkspark/;;;;pelton_turbine;;;;;;;;;;;;;;;;;;;;;;;;;512;529;UW Silz;;9234;y;y;n;109,6216814
MULTILINESTRING ((347056.837379481 5179909.15469172,344722.046510854 5178504.28558407));131;w159071278;159071278;way;;Kraftwerk Irschen;;yes;hydro;plant;;Irschen;AT;37;9781;;;KELAG;;;;;;;1921;;;industrial;;;;;Simmerlach;;;;;;;;;;;;;;;;;;;;;;01.10.2017;307;429;UW Oberdrauburg;;9025;y;n;n;2724,867999
MULTILINESTRING ((528218.519417925 5177736.29304836,521455.388049852 5177591.67323522));132;w159488847;159488847;way;industrial;KTG Austria;;yes;hydro;plant;;Gleinstätten;AT;5;8443;;;;;;;;;;;;;;;;;;Gleinstätten;;;;;;;;;;;;;;;;;;;;;;01.10.2018;460;736;UW Bergla;;9181;y;n;n;6764,677434
MULTILINESTRING ((439994.750114919 5301506.94395816,433747.690467083 5306427.93350388));133;w159746827;159746827;way;;Kraftwerk Steyrdurchbruch;;;;plant;;Molln;AT;6;4591;;;Energie AG;;;;;;;;;;yes;;;;;Göritz;;;;;;;;;;;;;;;;;;;;;;01.04.2020;416;725;UW Kirchdorf;;9136;y;n;n;7952,477121
MULTILINESTRING ((535592.302379825 5205036.67980764,537389.255284853 5207109.45703534));134;w161423652;161423652;way;;Kraftwerk Gössendorf;run-of-the-river;19 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q15824329;de:Kraftwerk Gössendorf;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;469;224;UW Grambach;;9190;y;n;n;2743,254487
MULTILINESTRING ((518627.854459017 5170550.72486439,521455.388049852 5177591.67323522));135;w161541203;161541203;way;industrial;Nahmwärme Eibiswald;combustion;;biomass;plant;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;460;736;UW Bergla;;9181;y;n;n;7587,483125
MULTILINESTRING ((538928.997561914 5310607.55101111,535656.418573363 5308675.9509966));136;w161690981;161690981;way;industrial;;;yes;hydro;plant;;Türnitz;AT;4;3184;;;;;;;;;;;;;;;;;;Dickenau;;;;;;;;;;;;;;;;;;;;;;01.04.2021;340;111;UW Tuernitz;;9059;y;n;n;3800,112084
MULTILINESTRING ((491196.691454322 5329282.85430082,490087.473340528 5328755.86055996));137;w161841872;161841872;way;;Biomasseheizkraftwerk Amstetten;;;biomass;plant;;Amstetten;AT;14;3300;Stadionstraße;;FWG-Fernwärmeversorgung Amstetten registrierte Genossenschaft mit beschränkter Haftung;;;;;;;;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;334;94;UW Amstetten;;9052;y;n;n;1228,04203
MULTILINESTRING ((178948.578914406 5243657.97610506,175919.875800365 5237588.69501562));138;w162531191;162531191;way;industrial;Kraftwerk Salvesenbach, Stadtwerke Imst;run-of-the-river;3 MW;hydro;plant;;Tarrenz;AT;29;6464;Schulgasse;;Stadtwerke Imst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;498;535;KW Imst;;9220;y;n;n;6783,009324
MULTILINESTRING ((359368.298738461 5241905.66930294,359275.446509359 5241898.97547115));139;w162585233;162585233;way;industrial;Flusskraftwerk Schwarzach;;138 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q30973381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;441;515;FKW Schwarzach;;9161;y;n;n;93,09319972
